 Morbidade Hospitalar do SUS - por local de residência - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Jun/2020
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"313660 Nova União";27;27;47743,31;40534,26;-;-;7209,05;-;-;1768,27;1768,27;110;4,1;4;14,81
"314530 Novo Cruzeiro";128;128;110728,70;89964,35;-;-;20764,35;-;-;865,07;865,07;487;3,8;6;4,69
"314535 Novo Oriente de Minas";29;29;51935,93;37938,80;-;-;13997,13;-;-;1790,89;1790,89;67;2,3;-;-
"314537 Novorizonte";29;29;48657,36;41182,72;-;-;7474,64;-;-;1677,84;1677,84;130;4,5;3;10,34
"314540 Olaria";9;9;37806,03;29723,77;-;-;8082,26;-;-;4200,67;4200,67;61;6,8;1;11,11
"314545 Olhos-d'Água";18;18;32492,42;21296,81;-;-;11195,61;-;-;1805,13;1805,13;68;3,8;2;11,11
"314550 Olímpio Noronha";7;7;5295,39;3941,43;-;-;1353,96;-;-;756,48;756,48;42;6,0;-;-
"314560 Oliveira";143;144;266093,58;212031,86;-;-;54061,72;-;-;1847,87;1860,79;768;5,4;5;3,50
"314570 Oliveira Fortes";5;5;2907,65;2224,64;-;-;683,01;-;-;581,53;581,53;12;2,4;1;20,00
"314580 Onça de Pitangui";5;5;3594,97;2679,77;-;-;915,20;-;-;718,99;718,99;31;6,2;-;-
"314585 Oratórios";23;23;36604,85;29946,27;-;-;6658,58;-;-;1591,52;1591,52;108;4,7;1;4,35
"314587 Orizânia";53;53;167020,29;133914,04;-;-;33106,25;-;-;3151,33;3151,33;340;6,4;4;7,55
"314590 Ouro Branco";67;68;171722,62;139698,05;-;-;32024,57;-;-;2525,33;2563,02;530;7,9;1;1,49
"314600 Ouro Fino";143;143;241782,13;179486,50;-;-;62295,63;-;-;1690,78;1690,78;493;3,4;7;4,90
"314610 Ouro Preto";315;315;485537,12;389487,32;-;-;96049,80;-;-;1541,39;1541,39;1642;5,2;19;6,03
"314620 Ouro Verde de Minas";21;21;22819,17;17447,44;-;-;5371,73;-;-;1086,63;1086,63;86;4,1;2;9,52
"314625 Padre Carvalho";26;26;46522,24;40223,37;-;-;6298,87;-;-;1789,32;1789,32;171;6,6;2;7,69
"314630 Padre Paraíso";106;106;117555,59;91421,08;-;-;26134,51;-;-;1109,01;1109,01;422;4,0;7;6,60
"314655 Pai Pedro";18;18;9945,75;7799,45;-;-;2146,30;-;-;552,54;552,54;71;3,9;1;5,56
"314640 Paineiras";5;5;2265,28;1781,38;-;-;483,90;-;-;453,06;453,06;25;5,0;-;-
"314650 Pains";33;33;49776,31;40324,40;-;-;9451,91;-;-;1508,37;1508,37;129;3,9;3;9,09
"314660 Paiva";10;11;17817,51;15035,19;-;-;2782,32;-;-;1619,77;1781,75;65;6,5;1;10,00
"314670 Palma";36;36;67363,51;55750,25;-;-;11613,26;-;-;1871,21;1871,21;188;5,2;2;5,56
"314675 Palmópolis";8;8;28345,67;19394,95;-;-;8950,72;-;-;3543,21;3543,21;39;4,9;-;-
"314690 Papagaios";61;61;56096,96;43500,03;-;-;12596,93;-;-;919,62;919,62;201;3,3;-;-
"314710 Pará de Minas";345;345;541078,65;442032,57;-;-;99046,08;-;-;1568,34;1568,34;1451;4,2;19;5,51
"314700 Paracatu";461;461;505333,31;410028,79;-;-;95304,52;-;-;1096,17;1096,17;2280;4,9;21;4,56
"314720 Paraguaçu";84;84;65161,07;52320,97;-;-;12840,10;-;-;775,73;775,73;339;4,0;5;5,95
"314730 Paraisópolis";83;83;111022,28;88747,13;-;-;22275,15;-;-;1337,62;1337,62;282;3,4;8;9,64
"314740 Paraopeba";118;118;124129,99;102079,09;-;-;22050,90;-;-;1051,95;1051,95;378;3,2;1;0,85
"314760 Passa Quatro";64;66;74579,06;54855,29;-;-;19723,77;-;-;1129,99;1165,30;214;3,3;4;6,25
"314770 Passa Tempo";51;51;72403,72;61476,35;-;-;10927,37;-;-;1419,68;1419,68;261;5,1;3;5,88
"314780 Passa-Vinte";5;5;33214,44;29084,84;-;-;4129,60;-;-;6642,89;6642,89;59;11,8;1;20,00
"314750 Passabém";6;6;2168,22;1644,64;-;-;523,58;-;-;361,37;361,37;25;4,2;-;-
"314790 Passos";498;502;1250141,30;1016299,95;-;-;233841,35;-;-;2490,32;2510,32;2550;5,1;30;6,02
"314795 Patis";21;21;30423,09;23995,54;-;-;6427,55;-;-;1448,72;1448,72;93;4,4;3;14,29
"314800 Patos de Minas";401;401;788305,69;645489,01;-;-;142816,68;-;-;1965,85;1965,85;2293;5,7;35;8,73
"314810 Patrocínio";464;464;641993,77;511358,03;-;-;130635,74;-;-;1383,61;1383,61;2070;4,5;27;5,82
"314820 Patrocínio do Muriaé";24;24;74904,82;63726,19;-;-;11178,63;-;-;3121,03;3121,03;138;5,8;-;-
"314830 Paula Cândido";40;41;84715,10;68246,21;-;-;16468,89;-;-;2066,22;2117,88;224;5,6;3;7,50
"314840 Paulistas";6;6;3093,56;2520,73;-;-;572,83;-;-;515,59;515,59;23;3,8;-;-
"314850 Pavão";14;14;22110,08;18360,30;-;-;3749,78;-;-;1579,29;1579,29;55;3,9;-;-
"314860 Peçanha";67;67;58104,30;47914,60;-;-;10189,70;-;-;867,23;867,23;261;3,9;4;5,97
"314870 Pedra Azul";109;109;134918,51;104620,63;-;-;30297,88;-;-;1237,78;1237,78;549;5,0;9;8,26
"314875 Pedra Bonita";21;21;38164,57;30909,26;-;-;7255,31;-;-;1817,36;1817,36;218;10,4;2;9,52
"314880 Pedra do Anta";10;10;19861,94;16782,78;-;256,39;2594,30;256,39;228,47;1986,19;1986,19;69;6,9;1;10,00
"314890 Pedra do Indaiá";9;9;15687,34;12842,62;-;-;2844,72;-;-;1743,04;1743,04;36;4,0;1;11,11
"314900 Pedra Dourada";8;8;23067,97;17019,88;-;-;6048,09;-;-;2883,50;2883,50;56;7,0;-;-
"314910 Pedralva";41;41;73285,43;60748,91;-;-;12536,52;-;-;1787,45;1787,45;164;4,0;3;7,32
"314915 Pedras de Maria da Cruz";14;14;20307,54;16960,49;-;-;3347,05;-;-;1450,54;1450,54;58;4,1;1;7,14
"314920 Pedrinópolis";7;7;9817,84;7969,45;-;-;1848,39;-;-;1402,55;1402,55;44;6,3;1;14,29
"314930 Pedro Leopoldo";197;198;312226,17;251237,55;-;-;60988,62;-;-;1576,90;1584,90;1007;5,1;2;1,02
"314940 Pedro Teixeira";13;14;27727,81;24602,68;-;-;3125,13;-;-;1980,56;2132,91;114;8,8;-;-
"314950 Pequeri";21;21;40485,27;32564,13;-;-;7921,14;-;-;1927,87;1927,87;103;4,9;-;-
"314960 Pequi";17;17;36700,19;29284,32;-;-;7415,87;-;-;2158,83;2158,83;95;5,6;1;5,88
"314970 Perdigão";31;31;46206,69;35969,26;-;-;10237,43;-;-;1490,54;1490,54;158;5,1;2;6,45
"314980 Perdizes";69;69;122551,09;105536,56;-;-;17014,53;-;-;1776,10;1776,10;344;5,0;1;1,45
"314990 Perdões";41;41;118381,13;93520,93;-;-;24860,20;-;-;2887,34;2887,34;233;5,7;4;9,76
"314995 Periquito";21;21;42793,48;35869,48;-;-;6924,00;-;-;2037,78;2037,78;117;5,6;4;19,05
"315000 Pescador";16;16;17139,46;13762,24;-;-;3377,22;-;-;1071,22;1071,22;120;7,5;1;6,25
"315010 Piau";12;13;38283,14;31291,82;-;-;6991,32;-;-;2944,86;3190,26;80;6,7;4;33,33
"315015 Piedade de Caratinga";25;25;38061,48;28154,83;-;-;9906,65;-;-;1522,46;1522,46;64;2,6;-;-
"315020 Piedade de Ponte Nova";29;29;74036,68;57889,61;-;-;16147,07;-;-;2552,99;2552,99;180;6,2;4;13,79
"315030 Piedade do Rio Grande";21;21;40446,03;31731,80;-;-;8714,23;-;-;1926,00;1926,00;107;5,1;-;-
"315040 Piedade dos Gerais";23;23;28994,97;23541,13;-;-;5453,84;-;-;1260,65;1260,65;110;4,8;1;4,35
"315050 Pimenta";46;46;71411,44;56847,33;-;-;14564,11;-;-;1552,42;1552,42;162;3,5;3;6,52
"315053 Pingo-d'Água";8;8;34044,65;29240,68;-;-;4803,97;-;-;4255,58;4255,58;31;3,9;2;25,00
"315057 Pintópolis";16;16;36688,70;27181,76;-;-;9506,94;-;-;2293,04;2293,04;117;7,3;2;12,50
"315060 Piracema";24;24;43409,40;36704,21;-;-;6705,19;-;-;1808,73;1808,73;133;5,5;2;8,33
"315070 Pirajuba";20;20;13078,36;9758,85;-;-;3319,51;-;-;653,92;653,92;89;4,5;1;5,00
"315080 Piranga";84;84;90955,84;73555,07;-;-;17400,77;-;-;1082,81;1082,81;414;4,9;5;5,95
"315090 Piranguçu";22;22;36472,93;26589,63;-;-;9883,30;-;-;1657,86;1657,86;58;2,6;2;9,09
"315100 Piranguinho";23;23;23518,27;19343,65;-;-;4174,62;-;-;1022,53;1022,53;72;3,1;-;-
"315110 Pirapetinga";48;48;75519,25;60511,06;-;-;15008,19;-;-;1573,32;1573,32;184;3,8;1;2,08
"315120 Pirapora";255;255;312568,32;244578,40;-;-;67989,92;-;-;1225,76;1225,76;1165;4,6;16;6,27
"315130 Piraúba";35;35;30334,92;23574,06;-;-;6760,86;-;-;866,71;866,71;109;3,1;3;8,57
"315140 Pitangui";134;134;143607,55;118486,79;-;-;25120,76;-;-;1071,70;1071,70;672;5,0;8;5,97
"315150 Piumhi";215;217;374715,52;295234,55;-;-;79480,97;-;-;1726,80;1742,86;831;3,9;10;4,65
"315160 Planura";30;30;20942,02;16001,47;-;-;4940,55;-;-;698,07;698,07;100;3,3;-;-
"315170 Poço Fundo";63;64;85329,97;65348,07;-;363,66;19347,13;363,66;271,11;1333,28;1354,44;236;3,7;2;3,17
"315180 Poços de Caldas";566;568;1765879,81;1474533,20;-;6683,46;281246,80;6683,46;3416,35;3108,94;3119,93;3049;5,4;51;9,01
"315190 Pocrane";27;27;47206,65;40648,75;-;-;6557,90;-;-;1748,39;1748,39;226;8,4;1;3,70
"315200 Pompéu";135;135;165394,23;137183,21;-;-;28211,02;-;-;1225,14;1225,14;605;4,5;6;4,44
"315210 Ponte Nova";290;290;461070,55;382889,94;-;-;78180,61;-;-;1589,90;1589,90;1449;5,0;17;5,86
"315213 Ponto Chique";16;16;36876,00;30697,16;-;-;6178,84;-;-;2304,75;2304,75;83;5,2;2;12,50
"315217 Ponto dos Volantes";47;47;37487,07;29411,71;-;-;8075,36;-;-;797,60;797,60;200;4,3;2;4,26
"315220 Porteirinha";148;148;209989,60;170871,71;-;-;39117,89;-;-;1418,85;1418,85;761;5,1;7;4,73
"315230 Porto Firme";44;44;76451,84;64730,79;-;1177,80;8990,22;1177,80;1553,03;1737,54;1737,54;207;4,7;6;13,64
"315240 Poté";41;41;40295,29;31226,10;-;-;9069,19;-;-;982,81;982,81;134;3,3;1;2,44
"315250 Pouso Alegre";357;358;813824,94;648209,32;-;-;165615,62;-;-;2273,25;2279,62;2001;5,6;17;4,76
"315260 Pouso Alto";25;25;43646,99;34890,36;-;-;8756,63;-;-;1745,88;1745,88;146;5,8;2;8,00
"315270 Prados";64;65;81499,13;68243,20;-;-;13255,93;-;-;1253,83;1273,42;298;4,7;3;4,69
"315280 Prata";143;143;236916,04;204159,04;-;-;32757,00;-;-;1656,76;1656,76;466;3,3;2;1,40
"315290 Pratápolis";42;44;86059,55;73732,39;-;-;12327,16;-;-;1955,90;2049,04;281;6,7;3;7,14
"315300 Pratinha";6;6;6007,26;5159,79;-;-;847,47;-;-;1001,21;1001,21;35;5,8;1;16,67
"315310 Presidente Bernardes";32;32;19262,58;15816,33;-;-;3446,25;-;-;601,96;601,96;172;5,4;3;9,38
"315320 Presidente Juscelino";21;21;58622,62;51709,67;-;-;6912,95;-;-;2791,55;2791,55;178;8,5;-;-
"315330 Presidente Kubitschek";19;19;21119,32;16552,82;-;-;4566,50;-;-;1111,54;1111,54;54;2,8;2;10,53
"315340 Presidente Olegário";69;69;116190,16;90262,02;-;-;25928,14;-;-;1683,92;1683,92;318;4,6;2;2,90
"315360 Prudente de Morais";51;51;50882,28;41394,63;-;-;9487,65;-;-;997,69;997,69;222;4,4;2;3,92
"315370 Quartel Geral";22;22;12940,96;9532,76;-;-;3408,20;-;-;588,23;588,23;62;2,8;1;4,55
"315380 Queluzito";4;4;2264,31;1771,04;-;-;493,27;-;-;566,08;566,08;15;3,8;1;25,00
"315390 Raposos";57;57;97352,65;81804,99;-;-;15547,66;-;-;1707,94;1707,94;293;5,1;7;12,28
"315400 Raul Soares";36;36;73175,61;58168,97;-;-;15006,64;-;-;2032,66;2032,66;281;7,8;2;5,56
"315410 Recreio";55;55;55980,76;42966,04;-;-;13014,72;-;-;1017,83;1017,83;211;3,8;-;-
"315415 Reduto";34;34;36108,49;28535,78;-;-;7572,71;-;-;1062,01;1062,01;149;4,4;-;-
"315420 Resende Costa";71;71;70762,06;56412,82;-;-;14349,24;-;-;996,65;996,65;409;5,8;1;1,41
"315430 Resplendor";98;100;105954,18;81252,16;-;-;24702,02;-;-;1059,54;1081,17;397;4,1;8;8,16
"315440 Ressaquinha";23;23;20223,81;16638,04;-;-;3585,77;-;-;879,30;879,30;133;5,8;2;8,70
"315445 Riachinho";13;13;19600,07;15679,61;-;-;3920,46;-;-;1507,70;1507,70;59;4,5;1;7,69
"315450 Riacho dos Machados";28;28;24743,39;18980,01;-;-;5763,38;-;-;883,69;883,69;107;3,8;1;3,57
"315460 Ribeirão das Neves";1384;1398;2108061,59;1705900,88;-;-;402160,71;-;-;1507,91;1523,17;7622;5,5;56;4,05
"315470 Ribeirão Vermelho";10;10;14278,83;10508,31;-;-;3770,52;-;-;1427,88;1427,88;40;4,0;-;-
"315480 Rio Acima";44;44;77892,49;66318,09;-;-;11574,40;-;-;1770,28;1770,28;245;5,6;1;2,27
"315490 Rio Casca";65;65;74874,08;60787,28;-;-;14086,80;-;-;1151,91;1151,91;293;4,5;7;10,77
"315510 Rio do Prado";5;5;11118,07;9866,93;-;-;1251,14;-;-;2223,61;2223,61;65;13,0;-;-
"315500 Rio Doce";7;7;3793,48;2937,31;-;-;856,17;-;-;541,93;541,93;22;3,1;-;-
"315520 Rio Espera";24;24;16176,32;12574,41;-;-;3601,91;-;-;674,01;674,01;138;5,8;1;4,17
"315530 Rio Manso";8;8;15173,72;12906,27;-;-;2267,45;-;-;1896,72;1896,72;44;5,5;-;-
"315540 Rio Novo";30;30;63027,93;49559,91;-;-;13468,02;-;-;2100,93;2100,93;93;3,1;6;20,00
"315550 Rio Paranaíba";25;25;47916,67;39939,00;-;-;7977,67;-;-;1916,67;1916,67;118;4,7;1;4,00
"315560 Rio Pardo de Minas";119;119;143055,69;108639,31;-;-;34416,38;-;-;1202,15;1202,15;420;3,5;3;2,52
"315570 Rio Piracicaba";63;63;56140,36;45547,40;-;-;10592,96;-;-;891,12;891,12;281;4,5;4;6,35
"315580 Rio Pomba";92;92;85350,51;69070,68;-;-;16279,83;-;-;927,72;927,72;292;3,2;2;2,17
"315590 Rio Preto";24;25;32147,93;25681,33;-;-;6466,60;-;-;1285,92;1339,50;103;4,3;2;8,33
"315600 Rio Vermelho";68;68;56986,76;43130,04;-;-;13856,72;-;-;838,04;838,04;200;2,9;2;2,94
"315610 Ritápolis";13;13;85194,20;76206,11;-;-;8988,09;-;-;6553,40;6553,40;124;9,5;1;7,69
"315620 Rochedo de Minas";11;11;41589,10;35572,87;-;-;6016,23;-;-;3780,83;3780,83;108;9,8;1;9,09
"315630 Rodeiro";43;43;78917,90;65638,09;-;-;13279,81;-;-;1835,30;1835,30;171;4,0;4;9,30
"315640 Romaria";13;13;10985,13;8229,70;-;-;2755,43;-;-;845,01;845,01;36;2,8;-;-
"315645 Rosário da Limeira";24;24;46118,24;37879,78;-;-;8238,46;-;-;1921,59;1921,59;104;4,3;1;4,17
"315650 Rubelita";28;28;21540,38;17433,55;-;-;4106,83;-;-;769,30;769,30;108;3,9;2;7,14
"315660 Rubim";23;23;13996,80;12078,86;-;-;1917,94;-;-;608,56;608,56;93;4,0;2;8,70
"315670 Sabará";528;536;930970,28;759868,19;-;-;171102,09;-;-;1736,88;1763,20;3051;5,8;26;4,92
"315680 Sabinópolis";94;94;61071,53;50448,43;-;-;10623,10;-;-;649,70;649,70;286;3,0;4;4,26
"315690 Sacramento";123;124;157048,02;130130,81;-;-;26917,21;-;-;1266,52;1276,81;706;5,7;6;4,88
"315700 Salinas";206;206;254574,82;203199,66;-;-;51375,16;-;-;1235,80;1235,80;761;3,7;14;6,80
"315710 Salto da Divisa";25;25;25568,41;21423,04;-;-;4145,37;-;-;1022,74;1022,74;157;6,3;4;16,00
"315720 Santa Bárbara";129;129;156147,86;120019,75;-;-;36128,11;-;-;1210,45;1210,45;557;4,3;4;3,10
"315725 Santa Bárbara do Leste";20;20;66887,29;55492,10;-;-;11395,19;-;-;3344,36;3344,36;112;5,6;1;5,00
"315727 Santa Bárbara do Monte Verde";9;9;15598,88;12959,18;-;-;2639,70;-;-;1733,21;1733,21;75;8,3;1;11,11
"315730 Santa Bárbara do Tugúrio";5;5;9356,13;7734,95;-;-;1621,18;-;-;1871,23;1871,23;21;4,2;-;-
"315733 Santa Cruz de Minas";46;46;95960,76;79135,28;-;-;16825,48;-;-;2086,10;2086,10;188;4,1;3;6,52
"315737 Santa Cruz de Salinas";16;16;46139,98;33225,03;-;-;12914,95;-;-;2883,75;2883,75;59;3,7;-;-
"315740 Santa Cruz do Escalvado";21;21;16188,19;13412,75;-;-;2775,44;-;-;770,87;770,87;72;3,4;4;19,05
"315750 Santa Efigênia de Minas";20;20;122290,75;105084,13;-;-;17206,62;-;-;6114,54;6114,54;159;8,0;1;5,00
"315760 Santa Fé de Minas";9;9;6631,92;5001,37;-;-;1630,55;-;-;736,88;736,88;31;3,4;-;-
"315765 Santa Helena de Minas";11;11;17037,79;14865,64;-;-;2172,15;-;-;1548,89;1548,89;43;3,9;-;-
"315770 Santa Juliana";54;54;85321,32;68127,05;-;-;17194,27;-;-;1580,02;1580,02;334;6,2;3;5,56
"315780 Santa Luzia";923;932;1653145,96;1339972,36;-;-;313173,60;-;-;1773,76;1791,06;5222;5,7;52;5,63
"315790 Santa Margarida";53;53;90228,17;70863,42;-;-;19364,75;-;-;1702,42;1702,42;319;6,0;4;7,55
"315800 Santa Maria de Itabira";41;41;60079,17;45323,75;-;-;14755,42;-;-;1465,35;1465,35;220;5,4;-;-
"315810 Santa Maria do Salto";2;2;3860,29;2994,74;-;-;865,55;-;-;1930,14;1930,14;2;1,0;-;-
"315820 Santa Maria do Suaçuí";62;62;68064,42;56542,56;-;-;11521,86;-;-;1097,81;1097,81;280;4,5;4;6,45
"315920 Santa Rita de Caldas";25;26;40848,89;35255,02;-;-;5593,87;-;-;1571,11;1633,96;117;4,7;2;8,00
"315940 Santa Rita de Ibitipoca";8;8;27885,64;24319,88;-;-;3565,76;-;-;3485,70;3485,70;62;7,8;1;12,50
"315930 Santa Rita de Jacutinga";15;15;32020,73;26542,34;-;-;5478,39;-;-;2134,72;2134,72;83;5,5;2;13,33
"315935 Santa Rita de Minas";17;17;68269,10;58789,80;-;-;9479,30;-;-;4015,83;4015,83;95;5,6;4;23,53
"315950 Santa Rita do Itueto";40;40;62071,55;47475,58;-;-;14595,97;-;-;1551,79;1551,79;122;3,0;-;-
"315960 Santa Rita do Sapucaí";191;191;183466,75;148450,16;-;-;35016,59;-;-;960,56;960,56;449;2,4;13;6,81
"315970 Santa Rosa da Serra";11;11;17306,43;13840,80;-;-;3465,63;-;-;1573,31;1573,31;60;5,5;1;9,09
"315980 Santa Vitória";106;106;147748,23;116614,09;-;-;31134,14;-;-;1393,85;1393,85;422;4,0;4;3,77
"315830 Santana da Vargem";21;21;53809,55;44290,71;-;-;9518,84;-;-;2562,36;2562,36;106;5,0;2;9,52
"315840 Santana de Cataguases";11;11;15759,00;12014,59;-;-;3744,41;-;-;1432,64;1432,64;36;3,3;1;9,09
"315850 Santana de Pirapama";27;27;44536,85;36644,44;-;-;7892,41;-;-;1649,51;1649,51;87;3,2;2;7,41
"315860 Santana do Deserto";10;10;13587,60;10907,75;-;-;2679,85;-;-;1358,76;1358,76;41;4,1;2;20,00
"315870 Santana do Garambéu";8;8;3992,04;2836,24;-;-;1155,80;-;-;499,00;499,00;24;3,0;-;-
"315880 Santana do Jacaré";19;19;27663,30;18934,48;-;-;8728,82;-;-;1455,96;1455,96;94;4,9;1;5,26
"315890 Santana do Manhuaçu";56;56;79981,07;65654,92;-;-;14326,15;-;-;1428,23;1428,23;281;5,0;4;7,14
"315895 Santana do Paraíso";134;134;336931,82;280894,83;-;-;56036,99;-;-;2514,42;2514,42;753;5,6;10;7,46
"315900 Santana do Riacho";17;17;26078,42;20939,08;-;-;5139,34;-;-;1534,02;1534,02;117;6,9;1;5,88
"315910 Santana dos Montes";5;5;3508,35;3010,22;-;-;498,13;-;-;701,67;701,67;28;5,6;-;-
"315990 Santo Antônio do Amparo";98;98;133709,40;112173,01;-;-;21536,39;-;-;1364,38;1364,38;457;4,7;5;5,10
"316000 Santo Antônio do Aventureiro";11;11;6377,30;5406,27;-;-;971,03;-;-;579,75;579,75;52;4,7;-;-
"316010 Santo Antônio do Grama";15;15;24328,45;19971,46;-;-;4356,99;-;-;1621,90;1621,90;74;4,9;2;13,33
"316020 Santo Antônio do Itambé";13;13;12266,08;9012,27;-;-;3253,81;-;-;943,54;943,54;37;2,8;1;7,69
"316030 Santo Antônio do Jacinto";13;13;39966,10;30419,29;-;-;9546,81;-;-;3074,32;3074,32;64;4,9;-;-
"316040 Santo Antônio do Monte";96;96;193800,51;151084,38;-;-;42716,13;-;-;2018,76;2018,76;418;4,4;4;4,17
"316045 Santo Antônio do Retiro";34;34;46935,23;40367,53;-;-;6567,70;-;-;1380,45;1380,45;139;4,1;2;5,88
"316050 Santo Antônio do Rio Abaixo";3;3;7348,32;5278,33;-;-;2069,99;-;-;2449,44;2449,44;20;6,7;-;-
"316060 Santo Hipólito";12;12;9227,19;7406,96;-;-;1820,23;-;-;768,93;768,93;82;6,8;-;-
"316070 Santos Dumont";183;186;361323,81;301150,42;-;-;60173,39;-;-;1942,60;1974,45;955;5,2;12;6,56
"316080 São Bento Abade";18;18;69153,58;57473,92;-;-;11679,66;-;-;3841,87;3841,87;119;6,6;-;-
"316090 São Brás do Suaçuí";15;15;16499,26;13864,26;-;-;2635,00;-;-;1099,95;1099,95;78;5,2;2;13,33
"316095 São Domingos das Dores";20;20;87947,85;75626,62;-;-;12321,23;-;-;4397,39;4397,39;179;8,9;3;15,00
"316100 São Domingos do Prata";84;85;73458,55;60756,25;-;-;12702,30;-;-;864,22;874,51;435;5,2;9;10,71
"316105 São Félix de Minas";9;9;13366,38;11711,78;-;-;1654,60;-;-;1485,15;1485,15;29;3,2;1;11,11
"316110 São Francisco";225;225;303697,29;241961,46;-;-;61735,83;-;-;1349,77;1349,77;1038;4,6;13;5,78
"316120 São Francisco de Paula";25;25;49692,66;39937,28;-;-;9755,38;-;-;1987,71;1987,71;106;4,2;2;8,00
"316130 São Francisco de Sales";10;10;4344,82;3037,79;-;-;1307,03;-;-;434,48;434,48;15;1,5;1;10,00
"316140 São Francisco do Glória";14;14;20540,07;15852,94;-;-;4687,13;-;-;1467,15;1467,15;33;2,4;1;7,14
"316150 São Geraldo";58;58;53371,57;43986,21;-;-;9385,36;-;-;920,20;920,20;225;3,9;6;10,34
"316160 São Geraldo da Piedade";24;24;49379,26;40688,53;-;-;8690,73;-;-;2057,47;2057,47;116;4,8;-;-
"316165 São Geraldo do Baixio";12;12;15099,58;12816,78;-;-;2282,80;-;-;1258,30;1258,30;49;4,1;-;-
"316170 São Gonçalo do Abaeté";20;20;54556,86;40898,12;-;-;13658,74;-;-;2727,84;2727,84;115;5,8;-;-
"316180 São Gonçalo do Pará";29;29;92661,34;76101,35;-;-;16559,99;-;-;3195,22;3195,22;202;7,0;4;13,79
"316190 São Gonçalo do Rio Abaixo";41;41;74107,04;60373,76;-;-;13733,28;-;-;1807,49;1807,49;265;6,5;1;2,44
"312550 São Gonçalo do Rio Preto";9;9;8386,86;6297,84;-;-;2089,02;-;-;931,87;931,87;46;5,1;2;22,22
"316200 São Gonçalo do Sapucaí";163;164;224130,79;177269,21;-;-;46861,58;-;-;1366,65;1375,04;555;3,4;7;4,29
"316210 São Gotardo";139;139;153223,08;121634,91;-;-;31588,17;-;-;1102,32;1102,32;516;3,7;5;3,60
"316220 São João Batista do Glória";58;58;94283,16;73830,27;-;-;20452,89;-;-;1625,57;1625,57;201;3,5;2;3,45
"316225 São João da Lagoa";8;8;7866,35;5998,08;-;-;1868,27;-;-;983,29;983,29;76;9,5;-;-
"316230 São João da Mata";4;4;8723,28;7033,14;-;-;1690,14;-;-;2180,82;2180,82;23;5,8;-;-
"316240 São João da Ponte";138;138;156212,36;133845,96;-;-;22366,40;-;-;1131,97;1131,97;592;4,3;8;5,80
"316245 São João das Missões";45;45;51151,28;37075,55;-;-;14075,73;-;-;1136,70;1136,70;195;4,3;5;11,11
"316250 São João del Rei";283;286;600033,74;499127,28;-;-;100906,46;-;-;2098,02;2120,26;1472;5,2;15;5,30
"316255 São João do Manhuaçu";39;39;41834,84;32541,14;-;-;9293,70;-;-;1072,69;1072,69;128;3,3;2;5,13
"316257 São João do Manteninha";7;7;25347,11;20792,55;-;-;4554,56;-;-;3621,02;3621,02;44;6,3;-;-
"316260 São João do Oriente";37;37;121879,77;99803,77;-;33,81;22042,19;33,81;-;3294,05;3294,05;161;4,4;2;5,41
"316265 São João do Pacuí";7;7;17625,39;15667,16;-;-;1958,23;-;-;2517,91;2517,91;59;8,4;-;-
"316270 São João do Paraíso";119;119;187524,43;149604,22;-;-;37920,21;-;-;1575,84;1575,84;557;4,7;4;3,36
"316280 São João Evangelista";44;44;47353,59;37349,07;-;-;10004,52;-;-;1076,22;1076,22;180;4,1;3;6,82
"316290 São João Nepomuceno";96;98;108927,02;87818,74;-;-;21108,28;-;-;1111,50;1134,66;507;5,3;8;8,33
"316292 São Joaquim de Bicas";98;99;267912,89;214369,38;-;-;53543,51;-;-;2706,19;2733,80;616;6,3;4;4,08
"316294 São José da Barra";28;28;31999,59;26013,69;-;-;5985,90;-;-;1142,84;1142,84;102;3,6;3;10,71
"316295 São José da Lapa";84;85;112356,95;87819,85;-;-;24537,10;-;-;1321,85;1337,58;423;5,0;3;3,57
"316300 São José da Safira";17;17;19729,63;15316,43;-;-;4413,20;-;-;1160,57;1160,57;63;3,7;-;-
"316310 São José da Varginha";18;18;49168,92;42242,72;-;-;6926,20;-;-;2731,61;2731,61;105;5,8;-;-
"316320 São José do Alegre";6;6;6266,32;5273,66;-;-;992,66;-;-;1044,39;1044,39;8;1,3;1;16,67
"316330 São José do Divino";8;8;18009,27;14967,29;-;-;3041,98;-;-;2251,16;2251,16;32;4,0;1;12,50
"316340 São José do Goiabal";15;15;26670,86;21955,06;-;-;4715,80;-;-;1778,06;1778,06;51;3,4;-;-
"316350 São José do Jacuri";26;26;24912,20;19771,18;-;-;5141,02;-;-;958,16;958,16;111;4,3;3;11,54
"316360 São José do Mantimento";16;16;10707,40;8273,41;-;-;2433,99;-;-;669,21;669,21;67;4,2;1;6,25
